customer_id,transaction_count,spending_ratio,join_date,age,gender,education_level,employment_type,annual_income,loan_amount,credit_score,default_flag,repayment_history,inflation_rate,interest_rate,year,month,day,weekday,region_North,region_South,region_West,loan_purpose_Education Loan,loan_purpose_Home Loan,loan_purpose_Personal Loan,income_group,high_income_flag,income_quantile,income_kmeans,join_year,debt_to_income,avg_monthly_transactions,spending_to_income
29,353,0.302,2020-08-25,53.0,0,3,Unemployed,100292.0,6980.0,639.0,1,Poor,4.418132882919345,9.634630715480027,2020,8,25,1,False,False,False,True,False,False,High,1,Q2,0,2020,0.06959677740996291,29.416666666666668,30288.183999999997
30,469,0.623,2022-09-18,42.0,1,4,Self-Employed,73628.0,42583.0,899.0,0,Good,6.008367445556985,11.248777457483591,2022,9,18,6,False,False,True,True,False,False,Medium,0,Q2,2,2022,0.5783533438365839,39.083333333333336,45870.244
31,60,0.685,2019-05-21,66.0,1,1,Salaried,126154.0,37949.0,798.0,0,Poor,7.276285193497081,8.93537411136882,2019,5,21,1,True,False,False,False,False,True,High,1,Q3,0,2019,0.30081487705502796,5.0,86415.49
32,191,0.046,2019-10-26,69.0,0,3,Self-Employed,84584.0,51826.0,793.0,1,Good,6.619821046718863,11.318134381536524,2019,10,26,5,True,False,False,False,True,False,Medium,0,Q2,0,2019,0.6127163529745578,15.916666666666666,3890.864
33,42,0.214,2019-12-06,27.0,0,1,Salaried,86769.0,70357.0,542.0,1,Average,5.900305444429179,9.388032620259224,2019,12,6,4,False,False,False,False,False,False,Medium,0,Q2,0,2019,0.81085410688149,3.5,18568.566
34,132,0.413,2022-09-20,28.0,0,1,Salaried,180425.0,80123.0,883.0,1,Poor,5.034521374902852,9.30383098390876,2022,9,20,1,True,False,False,True,False,False,High,1,Q4,1,2022,0.4440792573091312,11.0,74515.525
35,76,0.655,2020-07-28,46.0,0,3,Unemployed,115965.0,80551.0,430.0,0,Poor,5.5572661830837475,10.836161401659734,2020,7,28,1,False,True,False,False,True,False,High,1,Q3,0,2020,0.6946147544517742,6.333333333333333,75957.075
36,391,0.513,2019-08-24,59.0,0,4,Self-Employed,144745.0,92922.0,482.0,1,Poor,7.754964287141277,10.626939248388382,2019,8,24,5,False,False,True,False,False,False,High,1,Q3,1,2019,0.641970361670524,32.583333333333336,74254.185
37,336,0.501,2020-05-03,26.0,0,3,Salaried,155367.0,68762.0,843.0,0,Poor,5.979144089701926,10.360985647660701,2020,5,3,6,False,False,False,False,True,False,High,1,Q4,1,2020,0.44257789620704524,28.0,77838.867
38,324,0.881,2018-02-08,25.0,1,2,Unemployed,177130.0,11834.0,765.0,0,Poor,4.5506549926151925,9.390664778161195,2018,2,8,3,True,False,False,True,False,False,High,1,Q4,1,2018,0.06680968779992096,27.0,156051.53
39,369,0.536,2023-06-21,23.0,0,4,Salaried,81421.0,60249.0,829.0,0,Average,7.998829507431029,8.726615883737205,2023,6,21,2,False,True,False,False,False,True,Medium,0,Q2,0,2023,0.739968804116874,30.75,43641.656
40,358,0.335,2021-10-04,65.0,1,4,Self-Employed,71574.0,83132.0,520.0,0,Good,5.351113595467288,8.502709570080889,2021,10,4,0,True,False,False,False,False,True,Medium,0,Q2,2,2021,1.1614832201637466,29.833333333333332,23977.29
41,367,0.281,2020-12-25,42.0,1,4,Unemployed,81628.0,92309.0,883.0,0,Poor,7.3934867209507695,7.2719194394005555,2020,12,25,4,False,False,True,True,False,False,Medium,0,Q2,0,2020,1.1308497084333806,30.583333333333332,22937.468
42,109,0.184,2019-07-27,66.0,0,3,Self-Employed,127348.0,52712.0,631.0,0,Poor,7.204401642012741,8.059766679930403,2019,7,27,5,True,False,False,False,False,False,High,1,Q3,0,2019,0.41392090963344536,9.083333333333334,23432.032
43,297,0.687,2023-05-19,54.0,0,3,Unemployed,105160.0,14714.0,591.0,0,Average,7.320434145258989,9.142355545608698,2023,5,19,4,False,False,False,False,False,False,High,1,Q2,0,2023,0.1399201217192849,24.75,72244.92000000001
44,31,0.385,2018-01-04,22.0,0,4,Salaried,30963.0,59492.0,675.0,0,Poor,5.4794130560520395,6.14478764836669,2018,1,4,3,False,True,False,False,False,False,Low,0,Q1,2,2018,1.9213900461841553,2.5833333333333335,11920.755000000001
45,404,0.594,2023-01-27,43.0,0,1,Unemployed,49744.0,47508.0,841.0,0,Average,6.814963668902065,10.856177983378387,2023,1,27,4,False,False,False,False,False,False,Low,0,Q1,2,2023,0.9550498552589257,33.666666666666664,29547.935999999998
46,54,0.583,2018-07-14,47.0,1,2,Self-Employed,136819.0,41770.0,673.0,0,Poor,4.4659634463805435,6.466379322840574,2018,7,14,5,False,False,True,False,False,True,High,1,Q3,0,2018,0.3052938553855824,4.5,79765.477
47,52,0.453,2022-03-28,50.0,1,2,Unemployed,52029.0,98142.0,646.0,0,Poor,6.74560225227985,7.9171810986672515,2022,3,28,0,False,False,False,False,True,False,Medium,0,Q1,2,2022,1.886294182090757,4.333333333333333,23569.137000000002
48,375,0.773,2018-09-16,31.0,1,4,Self-Employed,167399.0,86562.0,862.0,1,Good,5.8642358793442675,8.69680407610258,2018,9,16,6,False,True,False,False,True,False,High,1,Q4,1,2018,0.5170998632010944,31.25,129399.42700000001
49,408,0.625,2021-09-26,65.0,0,4,Self-Employed,115961.0,95728.0,411.0,1,Poor,6.666393717737368,7.085272776910197,2021,9,26,6,True,False,False,False,True,False,High,1,Q3,0,2021,0.8255189244659843,34.0,72475.625
50,153,0.136,2019-07-03,49.0,0,2,Self-Employed,65384.0,61491.0,349.0,0,Average,7.922532488964454,7.622567937679453,2019,7,3,2,False,False,True,False,True,False,Medium,0,Q2,2,2019,0.9404594396182552,12.75,8892.224
51,314,0.429,2019-03-03,38.0,0,2,Self-Employed,159761.0,54479.0,686.0,1,Poor,7.251778106451707,8.361287755572073,2019,3,3,6,False,False,False,False,False,False,High,1,Q4,1,2019,0.34100312341560207,26.166666666666668,68537.469
52,360,0.321,2023-05-15,38.0,1,1,Self-Employed,129256.0,67508.0,693.0,0,Good,5.216984666398506,10.34051382621086,2023,5,15,0,False,False,True,True,False,False,High,1,Q3,0,2023,0.5222813641146252,30.0,41491.176
53,107,0.199,2018-04-21,69.0,0,3,Self-Employed,163188.0,13458.0,562.0,0,Good,4.500676416011661,7.107061662085024,2018,4,21,5,True,False,False,True,False,False,High,1,Q4,1,2018,0.08246929921317744,8.916666666666666,32474.412
54,24,0.902,2019-09-26,37.0,0,2,Salaried,94934.0,45493.0,801.0,1,Average,7.788399541174105,11.50505822778781,2019,9,26,3,False,False,True,True,False,False,Medium,0,Q2,0,2019,0.47920660669517773,2.0,85630.46800000001
55,58,0.052,2022-12-13,28.0,0,2,Salaried,114539.0,37929.0,538.0,0,Poor,6.287955987421769,6.814148676048669,2022,12,13,1,True,False,False,True,False,False,High,1,Q3,0,2022,0.3311448502256873,4.833333333333333,5956.027999999999
56,347,0.968,2018-10-11,54.0,0,4,Salaried,54747.0,14279.0,447.0,0,Good,5.531920636408618,10.615674676524785,2018,10,11,3,True,False,False,False,False,True,Medium,0,Q1,2,2018,0.26081794436224814,28.916666666666668,52995.096
57,466,0.457,2020-02-27,66.0,1,2,Self-Employed,149346.0,31541.0,346.0,0,Good,4.50785624239833,11.26254698399393,2020,2,27,3,False,True,False,False,True,False,High,1,Q3,1,2020,0.21119413978278628,38.833333333333336,68251.122
58,246,0.275,2018-02-09,57.0,1,2,Self-Employed,184517.0,35412.0,567.0,0,Average,6.8232354406541615,10.266710357982692,2018,2,9,4,False,False,True,True,False,False,High,1,Q4,1,2018,0.19191727591495636,20.5,50742.175
59,272,0.239,2023-01-23,68.0,1,4,Salaried,120728.0,12137.0,332.0,1,Average,4.9064207430774145,8.942220504752287,2023,1,23,0,True,False,False,False,False,False,High,1,Q3,0,2023,0.10053177390497647,22.666666666666668,28853.992
60,472,0.859,2018-03-22,65.0,1,2,Salaried,160932.0,44806.0,442.0,1,Poor,7.187309904139109,7.500113903149004,2018,3,22,3,False,False,False,False,False,True,High,1,Q4,1,2018,0.2784157283821738,39.333333333333336,138240.588
61,370,0.479,2022-02-06,52.0,1,4,Salaried,179328.0,15557.0,621.0,1,Poor,4.925695303968379,9.555600728763359,2022,2,6,6,False,False,False,False,False,True,High,1,Q4,1,2022,0.08675165060670949,30.833333333333332,85898.112
62,108,0.511,2021-12-10,50.0,1,2,Self-Employed,60546.0,96997.0,694.0,0,Poor,4.0368181503783935,6.028007281314511,2021,12,10,4,True,False,False,True,False,False,Medium,0,Q1,2,2021,1.6020381197766986,9.0,30939.006
63,50,0.903,2021-01-10,61.0,1,2,Salaried,191512.0,61723.0,329.0,1,Poor,6.375521296522212,8.168875341874255,2021,1,10,6,False,False,True,False,False,True,High,1,Q4,1,2021,0.3222931200133673,4.166666666666667,172935.336
64,15,0.021,2020-02-16,59.0,0,3,Self-Employed,92273.0,44966.0,857.0,1,Good,6.913672484594663,10.903572678812433,2020,2,16,6,False,False,True,False,False,True,Medium,0,Q2,0,2020,0.48731481581827835,1.25,1937.7330000000002
65,86,0.759,2022-05-19,24.0,0,3,Salaried,61979.0,86567.0,860.0,0,Average,7.836475402405051,7.065387432641231,2022,5,19,3,False,False,False,True,False,False,Medium,0,Q1,2,2022,1.3967150163765145,7.166666666666667,47042.061
66,254,0.972,2018-04-04,41.0,1,2,Self-Employed,97342.0,41052.0,744.0,1,Poor,7.231724577264682,10.764821348259881,2018,4,4,2,False,False,False,False,False,True,Medium,0,Q2,0,2018,0.4217295720244088,21.166666666666668,94616.424
67,270,0.127,2020-09-08,58.0,1,1,Salaried,25105.0,26463.0,401.0,0,Average,6.037615146084314,7.72664977065516,2020,9,8,1,False,True,False,False,False,False,Low,0,Q1,2,2020,1.0540928101971718,22.5,3188.335
68,482,0.57,2018-01-14,33.0,1,4,Unemployed,34779.0,67442.0,432.0,1,Average,6.720143814256641,11.467296997017993,2018,1,14,6,False,True,False,False,False,False,Low,0,Q1,2,2018,1.9391586877138502,40.166666666666664,19824.03
69,351,0.381,2021-12-20,35.0,1,3,Salaried,104502.0,6958.0,778.0,0,Poor,5.773014918414006,6.96588534266224,2021,12,20,0,True,False,False,False,True,False,High,1,Q2,0,2021,0.06658245775200475,29.25,39815.262
70,412,0.787,2021-06-19,69.0,1,2,Salaried,191651.0,23648.0,497.0,0,Good,5.491973293211091,9.219350796165628,2021,6,19,5,False,False,False,False,False,False,High,1,Q4,1,2021,0.12339095543461813,34.333333333333336,150829.337
71,301,0.149,2020-07-04,38.0,0,1,Salaried,29327.0,21677.0,818.0,0,Poor,7.682319680211841,9.073389297785685,2020,7,4,5,False,False,True,False,True,False,Low,0,Q1,2,2020,0.7391482251849831,25.083333333333332,4369.723
72,401,0.257,2020-03-16,49.0,1,2,Self-Employed,181236.0,20365.0,388.0,0,Average,5.986654987213642,9.476362473966645,2020,3,16,0,True,False,False,False,False,False,High,1,Q4,1,2020,0.11236730009490388,33.416666666666664,46577.652
73,211,0.297,2019-05-15,53.0,0,1,Self-Employed,191508.0,77849.0,473.0,0,Poor,6.320032198153559,8.089218362491328,2019,5,15,2,False,False,True,False,False,True,High,1,Q4,1,2019,0.40650521127054745,17.583333333333332,56877.876
74,120,0.135,2020-09-08,62.0,1,3,Salaried,109059.0,9379.0,384.0,1,Good,6.6555449673138884,10.928739408439895,2020,9,8,1,False,True,False,True,False,False,High,1,Q2,0,2020,0.08599932146819611,10.0,14722.965
75,38,0.641,2020-01-16,56.0,0,3,Salaried,126325.0,82682.0,678.0,1,Good,7.625676688242242,11.58368183561643,2020,1,16,3,False,False,True,False,True,False,High,1,Q3,0,2020,0.654518108054621,3.1666666666666665,80974.325
76,101,0.994,2020-04-02,31.0,1,1,Salaried,72345.0,44621.0,433.0,1,Average,4.7992255219925175,8.937560015610174,2020,4,2,3,False,True,False,False,True,False,Medium,0,Q2,2,2020,0.6167807035731564,8.416666666666666,71910.93
77,112,0.499,2020-04-30,54.0,1,3,Unemployed,99606.0,9818.0,613.0,0,Average,5.735331666027795,8.13603912570664,2020,4,30,3,False,False,False,False,False,False,Medium,0,Q2,0,2020,0.09856835933578298,9.333333333333334,49703.394
78,30,0.976,2019-07-02,55.0,0,3,Unemployed,167932.0,43021.0,577.0,0,Poor,4.1182101327167135,6.272464715726257,2019,7,2,1,False,False,True,False,False,False,High,1,Q4,1,2019,0.2561810732915704,2.5,163901.63199999998
79,216,0.337,2021-04-13,46.0,0,2,Unemployed,181805.0,50473.0,507.0,0,Average,4.918471583285994,11.068240772280582,2021,4,13,1,False,True,False,True,False,False,High,1,Q4,1,2021,0.2776216275679987,18.0,61268.285
80,294,0.323,2022-08-25,65.0,1,3,Self-Employed,186613.0,43785.0,396.0,0,Poor,4.6251486079030855,11.988372229519083,2022,8,25,3,False,False,False,False,False,True,High,1,Q4,1,2022,0.2346299561123823,24.5,60275.999
81,311,0.184,2019-09-11,69.0,1,4,Salaried,35876.0,86311.0,411.0,0,Good,7.35009930542523,9.526851141744267,2019,9,11,2,False,True,False,False,False,True,Low,0,Q1,2,2019,2.405814472070465,25.916666666666668,6601.184
82,249,0.545,2022-12-22,53.0,0,1,Unemployed,51913.0,73797.0,333.0,0,Poor,6.123838568835513,11.35432957703473,2022,12,22,3,False,False,False,True,False,False,Medium,0,Q1,2,2022,1.4215514418353785,20.75,28292.585000000003
83,86,0.02,2023-03-16,22.0,1,2,Salaried,28639.0,47504.0,726.0,0,Poor,7.462305180585867,10.838707714451115,2023,3,16,3,False,False,False,False,False,False,Low,0,Q1,2,2023,1.6587171339781417,7.166666666666667,572.78
84,31,0.145,2020-09-02,46.0,0,4,Self-Employed,38767.0,25379.0,873.0,1,Poor,7.135784254294665,10.119533775990131,2020,9,2,2,False,True,False,False,False,False,Low,0,Q1,2,2020,0.6546547321175227,2.5833333333333335,5621.214999999999
85,247,0.629,2023-05-06,29.0,1,4,Unemployed,112693.0,73333.0,495.0,0,Average,7.441556774980466,11.017977452663152,2023,5,6,5,False,False,False,False,False,True,High,1,Q3,0,2023,0.65073252109714,20.583333333333332,70883.897
86,171,0.687,2020-10-26,47.0,0,4,Unemployed,21122.0,90091.0,678.0,1,Good,5.562808348869789,11.9606062619598,2020,10,26,0,False,False,True,True,False,False,Low,0,Q1,2,2020,4.26526844048859,14.25,14510.814
87,407,0.576,2019-09-07,49.0,1,4,Unemployed,30735.0,75252.0,479.0,1,Good,6.255318097386505,8.479765699030594,2019,9,7,5,False,True,False,True,False,False,Low,0,Q1,2,2019,2.4484138604197168,33.916666666666664,17703.359999999997
88,499,0.015,2022-09-11,55.0,1,4,Salaried,163550.0,51111.0,311.0,1,Good,6.7492751145500876,7.281095763267183,2022,9,11,6,False,False,True,True,False,False,High,1,Q4,1,2022,0.3125099357994497,41.583333333333336,2453.25
89,258,0.471,2020-10-03,45.0,0,1,Unemployed,163187.0,41154.0,661.0,1,Good,5.088222571057013,11.374976874237394,2020,10,3,5,True,False,False,False,False,True,High,1,Q4,1,2020,0.2521892062480467,21.5,76861.07699999999
90,396,0.756,2020-04-10,42.0,0,1,Salaried,114087.0,88766.0,345.0,1,Good,5.845258660248351,7.154335309857137,2020,4,10,4,False,False,False,True,False,False,High,1,Q3,0,2020,0.7780553437289086,33.0,86249.772
91,37,0.754,2018-08-10,53.0,0,1,Self-Employed,139298.0,47013.0,351.0,0,Poor,5.15453779533067,9.527752037822065,2018,8,10,4,True,False,False,False,False,True,High,1,Q3,0,2018,0.3374994615859524,3.0833333333333335,105030.692
92,213,0.453,2019-05-27,38.0,1,1,Salaried,75154.0,55909.0,519.0,0,Poor,5.609259208972045,10.956710990419257,2019,5,27,0,True,False,False,True,False,False,Medium,0,Q2,2,2019,0.7439258056790058,17.75,34044.762
93,213,0.055,2018-08-06,43.0,0,1,Self-Employed,193752.0,53524.0,865.0,1,Average,4.436600688057647,9.038103537679266,2018,8,6,0,True,False,False,True,False,False,High,1,Q4,1,2018,0.27625005161237043,17.75,10656.36
94,72,0.324,2023-03-05,59.0,0,1,Unemployed,30198.0,23845.0,564.0,1,Average,4.577793004898062,6.605127773771654,2023,3,5,6,False,False,True,False,False,False,Low,0,Q1,2,2023,0.789621829260216,6.0,9784.152
95,164,0.247,2023-02-10,47.0,0,3,Self-Employed,190367.0,29735.0,395.0,0,Poor,6.547545396742135,9.360043255640882,2023,2,10,4,False,False,False,True,False,False,High,1,Q4,1,2023,0.15619829067012664,13.666666666666666,47020.649
96,471,0.811,2018-03-26,60.0,1,4,Salaried,62497.0,6161.0,676.0,0,Good,5.217846579381357,7.567474003775213,2018,3,26,0,False,True,False,False,False,True,Medium,0,Q1,2,2018,0.09858073187513,39.25,50685.067
97,253,0.238,2022-11-18,62.0,0,4,Salaried,24776.0,22461.0,558.0,1,Average,5.914204489058833,6.182544279954221,2022,11,18,4,False,False,True,False,False,False,Low,0,Q1,2,2022,0.9065628027123023,21.083333333333332,5896.688
98,381,0.207,2018-07-23,63.0,0,4,Self-Employed,194683.0,53238.0,384.0,0,Average,6.675752858586171,11.405503841035886,2018,7,23,0,False,True,False,False,False,False,High,1,Q4,1,2018,0.2734599323002008,31.75,40299.381
99,12,0.17,2020-06-13,29.0,1,2,Unemployed,155844.0,94684.0,836.0,1,Good,7.821448600781194,6.505359220315451,2020,6,13,5,False,False,True,False,True,False,High,1,Q4,1,2020,0.6075562742229409,1.0,26493.480000000003
100,169,0.302,2022-10-19,61.0,0,2,Unemployed,58776.0,33989.0,646.0,0,Average,7.532141784391306,9.99248277218504,2022,10,19,2,False,False,True,False,False,True,Medium,0,Q1,2,2022,0.5782802504423574,14.083333333333334,17750.352
101,153,0.969,2020-03-02,39.0,0,3,Salaried,79473.0,49808.0,706.0,1,Poor,6.100776631430501,11.403196134502732,2020,3,2,0,False,True,False,False,False,True,Medium,0,Q2,2,2020,0.6267285744844161,12.75,77009.337
102,419,0.168,2023-04-18,49.0,0,1,Unemployed,177671.0,96806.0,395.0,0,Good,4.828978731966501,6.299968683095838,2023,4,18,1,False,True,False,False,False,False,High,1,Q4,1,2023,0.5448610071424149,34.916666666666664,29848.728000000003
103,490,0.546,2018-10-02,33.0,0,2,Unemployed,75448.0,59997.0,575.0,1,Good,5.9247275421450345,7.213735080536072,2018,10,2,1,False,False,False,False,False,True,Medium,0,Q2,2,2018,0.7952099459230199,40.833333333333336,41194.608
104,465,0.403,2020-07-06,27.0,0,2,Self-Employed,29733.0,80680.0,844.0,0,Poor,4.307120771056363,11.274532010479463,2020,7,6,0,True,False,False,False,False,True,Low,0,Q1,2,2020,2.7134833350149665,38.75,11982.399000000001
105,117,0.455,2018-08-22,63.0,0,2,Unemployed,176507.0,32797.0,506.0,1,Poor,7.208682718385884,9.044028861302372,2018,8,22,2,False,True,False,False,False,False,High,1,Q4,1,2018,0.1858113275960727,9.75,80310.685
106,369,0.802,2018-05-16,30.0,1,1,Unemployed,150946.0,30129.0,750.0,1,Good,5.345671590297323,10.921005841044161,2018,5,16,2,False,False,True,False,False,True,High,1,Q3,1,2018,0.19960118187961257,30.75,121058.69200000001
107,402,0.666,2023-03-29,41.0,1,1,Salaried,115222.0,54930.0,344.0,0,Good,5.446599802709962,11.393172328774757,2023,3,29,2,True,False,False,False,False,True,High,1,Q3,0,2023,0.47673187412126156,33.5,76737.852
108,17,0.263,2021-07-16,46.0,0,2,Unemployed,190475.0,83971.0,514.0,0,Average,4.108822300525348,9.455394600636982,2021,7,16,4,False,False,True,True,False,False,High,1,Q4,1,2021,0.4408505053156582,1.4166666666666667,50094.925
109,202,0.017,2018-11-22,51.0,0,1,Self-Employed,156118.0,52707.0,640.0,1,Average,7.781643355262938,10.96896274623024,2018,11,22,3,False,True,False,False,False,False,High,1,Q4,1,2018,0.3376100129389308,16.833333333333332,2654.0060000000003
110,230,0.297,2018-09-28,59.0,1,2,Self-Employed,181400.0,26988.0,712.0,1,Good,6.129604312341066,6.08698850741858,2018,9,28,4,False,True,False,False,False,True,High,1,Q4,1,2018,0.14877618522601985,19.166666666666668,53875.799999999996
111,362,0.634,2018-05-26,56.0,0,1,Salaried,103867.0,20703.0,555.0,1,Good,7.975318007569966,7.463361095927154,2018,5,26,5,False,False,True,False,False,True,High,1,Q2,0,2018,0.19932221013411383,30.166666666666668,65851.678
112,441,0.297,2018-08-20,33.0,0,2,Salaried,34286.0,20226.0,574.0,1,Good,6.768871946512519,6.969548306957016,2018,8,20,0,True,False,False,False,True,False,Low,0,Q1,2,2018,0.5899200839993,36.75,10182.942
113,117,0.713,2018-10-27,36.0,0,2,Unemployed,146012.0,92704.0,595.0,1,Good,5.687933222655204,7.7291988829503016,2018,10,27,5,False,True,False,False,True,False,High,1,Q3,1,2018,0.6349067199956168,9.75,104106.556
